alpha|beta|ServoAngleA|ServoAngleB|ServoAngleC
-22|-4|14.943200081525532|42.23183374236052|52.87349886716223
-21|-4|16.29120997783164|41.435604834974896|51.90790720410771
-20|-4|17.632382693555215|40.66294573231816|50.97025770755751
-19|-4|18.364132968156397|39.9126301507126|50.058815314651696
-18|-4|18.777171610443133|39.18352140361706|49.17200374972432
-17|-4|19.22675853667647|38.47456397511768|48.30838523150138
-16|-4|19.71226757229958|37.784776150382235|47.466643566404514
-15|-4|20.233219994930096|37.11324354148153|46.64556995034849
-14|-4|20.789261406640932|36.45911337659252|45.84405095792415
-13|-4|21.38014352454161|35.821589444046694|45.0610583139923
-12|-4|22.005709956773288|35.19992760140052|44.29564012989602
-11|-4|22.66588521504677|34.59343177475641|43.546913352671936
-10|-4|23.360666368838153|34.00145038574814|42.814057226362735
-9|-4|24.090116873282987|33.42337315354672|42.096307603795
-8|-4|24.854362206825577|32.85862822740505|41.39295197783992
-7|-4|25.65358704005513|32.30667961200493|40.70332512531041
-6|-4|26.4880337278601|31.76702485348529|40.02680527580728
-5|-4|27.358001976559038|31.239192958729653|39.362810733148
-4|-4|28.26384958907886|30.722742524458702|38.710796889356715
-3|-4|29.205994237264605|30.217260056037794|38.07025358120945
-2|-4|30.18491625346826|29.722358458793458|37.44070274751407
-1|-4|31.20116247605997|29.237675687115228|36.821696352037115
0|-4|32.25535122785017|28.762873538783616|36.21281454257067
1|-4|33.34817855529642|28.297636583866257|35.61366402129002
2|-4|34.48042591294588|27.841671219213296|35.023876605466754
3|-4|35.65296954582308|27.39470484110572|34.443107960924635
4|-4|36.86679190758732|26.956485130001404|33.87103649346207
5|-4|38.12299556135357|26.52677944261577|33.30736238591975
6|-4|39.422820152942855|26.10537430779752|32.75180677071044
7|-4|40.76766323711436|25.69207502384127|32.20411102952025
8|-4|42.15910599659548|25.28670535604722|31.664036213589256
9|-4|43.59894525201022|24.889107334517476|31.131362579523596
10|-4|45.08923366445647|24.499141153395996|30.605889237024577
11|-4|46.632330753149475|24.11668517405171|30.08743390628014
12|-4|48.230968401640425|23.741636036093695|29.575832784075317
13|-4|49.88833609134883|23.373908881642578|29.07094051897893
14|-4|51.60819348631871|23.013437700002385|28.572630297282203
15|-4|53.39502172249545|22.660175801833446|28.08079404273331
16|-4|55.25423075795269|22.314096434189253|27.59534273456449
17|-4|57.19245012932912|21.97519355041875|27.116206849887412
18|-4|0|0|0
19|-4|0|0|0
20|-4|0|0|0
21|-4|0|0|0
22|-4|0|0|0
23|-4|0|0|0
24|-4|0|0|0
25|-4|0|0|0
26|-4|0|0|0
27|-4|0|0|0
28|-4|0|0|0
29|-4|0|0|0
30|-4|0|0|0
-30|-3|4.287462628451536|51.03998862553515|60.20825740841561
-29|-3|5.563280083328166|49.97101808182201|58.96303048134476
-28|-3|6.8675311618541315|48.941203320379266|57.76701858109312
-27|-3|8.192778608129402|47.94794776165258|56.616086268146034
-26|-3|9.532653499865532|46.988909984224506|55.506646474851685
-25|-3|10.88177479204856|46.06196871275017|54.43555845753351
-24|-3|12.235635663803109|45.16519408690246|53.40004963797595
-23|-3|13.590482463124715|44.29682384936727|52.39765477240324
-22|-3|14.943200081525504|43.4552434311844|51.42616792153816
-21|-3|16.291209977831556|42.63896915817143|50.483604034798674
-20|-3|17.632382693555243|41.846633981707946|49.56816786326187
-19|-3|18.364132968156397|41.07697527016618|48.67822853521106
-18|-3|18.777171610443133|40.32882429700139|47.81229856117746
-17|-3|19.226758536676513|39.601097137100886|46.969016343353296
-16|-3|19.712267572299552|38.89278674088445|46.14713148658049
-15|-3|20.23321999493008|38.202956000408214|45.34549237084797
-14|-3|20.789261406640932|37.530731656652996|44.56303556586596
-13|-3|21.380143524541637|36.875298924664534|43.79877675877137
-12|-3|22.005709956773302|36.23589673501998|43.05180293463545
-11|-3|22.66588521504677|35.61181350752631|42.32126560200097
-10|-3|23.360666368838118|35.00238338710467|41.60637489633686
-9|-3|24.090116873282973|34.40698288319713|40.90639442600452
-8|-3|24.854362206825613|33.825027863341965|40.22063675030058
-7|-3|25.6535870400551|33.25597085920808|39.54845939893148
-6|-3|26.488033727860113|32.699298649713555|38.88926135810395
-5|-3|27.358001976559045|32.15453009112714|38.242479961155155
-4|-3|28.263849589078845|31.621214168476172|37.607588131977856
-3|-3|29.205994237264647|31.09892824632344|36.98409193793421
-2|-3|30.1849162534683|30.587276500152832|36.37152841588488
-1|-3|31.20116247605992|30.085888512331763|35.76946364070716
0|-3|32.25535122785017|29.594418018973123|35.17749101045713
1|-3|33.348178555296364|29.11254179607861|34.59522972635757
2|-3|34.48042591294591|28.639958675159342|34.02232344919283
3|-3|35.65296954582318|28.176388680147497|33.458439116595784
4|-3|36.86679190758728|27.721572278881894|32.90326590821714
5|-3|38.12299556135359|27.275269743796066|32.35651434794242
6|-3|39.42282015294279|26.837260617697602|31.817915534238885
7|-3|40.76766323711437|26.40734328173297|31.287220491429345
8|-3|42.15910599659541|25.985334623801897|30.764199636236015
9|-3|43.59894525201022|25.571069806856038|30.248642355370507
10|-3|45.089233664456515|25.164402137707775|29.74035669128635
11|-3|46.63233075314942|24.76520303822018|29.239169134500102
12|-3|48.230968401640446|24.37336212207797|28.744924522152957
13|-3|49.88833609134871|23.988787381786928|28.25748604375478
14|-3|51.60819348631888|23.611405492157836|27.77673535636128
15|-3|53.395021722495414|23.241162238347393|27.302572812813267
16|-3|55.254230757952726|22.87802307861336|26.83491780815205
17|-3|57.19245012932913|22.52197385435973|26.373709250956097
18|-3|59.217947728049396|22.17302166289285|25.918906168174743
19|-3|61.34125242503959|21.831195911681306|25.470488454118552
20|-3|0|0|0
21|-3|0|0|0
22|-3|0|0|0
23|-3|0|0|0
24|-3|0|0|0
25|-3|0|0|0
26|-3|0|0|0
27|-3|0|0|0
28|-3|0|0|0
29|-3|0|0|0
30|-3|0|0|0
-30|-2|4.287462628451522|52.47520167955572|58.576834326731074
-29|-2|5.563280083328166|51.38025663291543|57.365586472569646
-28|-2|6.8675311618541315|50.325572188865436|56.201100634427185
-27|-2|8.192778608129387|49.30840201409581|55.07964828464977
-26|-2|9.532653499865546|48.32628057541759|53.99796599490346
-25|-2|10.881774792048574|47.37698284445798|52.953173720245545
-24|-2|12.235635663803109|46.45849152557371|51.94271128117359
-23|-2|13.590482463124687|45.568970117829046|50.96428826588598
-22|-2|14.943200081525504|44.70674055718238|50.01584399587385
-21|-2|16.2912099778316|43.87026449546003|49.09551515209381
-20|-2|17.632382693555172|43.0581274973992|48.20160931290393
-19|-2|18.364132968156397|42.269025601919346|47.33258311146907
-18|-2|18.777171610443133|41.50175381628404|46.487024044408024
-17|-2|19.226758536676456|40.75519620390329|45.663635197037905
-16|-2|19.71226757229958|40.02831729649807|44.86122232128764
-15|-2|20.23321999493008|39.32015461506108|44.07868282874414
-14|-2|20.789261406640932|38.62981212566322|43.31499635597557
-13|-2|21.380143524541637|37.95645448869294|42.56921663099471
-12|-2|22.005709956773302|37.29930198576607|41.840464424606004
-11|-2|22.665885215046785|36.657626028929855|41.1279214127792
-10|-2|23.360666368838118|36.03074517310656|40.43082480924739
-9|-2|24.09011687328301|35.41802156588886|39.74846265351371
-8|-2|24.8543622068256|34.81885777949635|39.080169660050856
-7|-2|25.653587040055115|34.23269397844516|38.425323550922556
-6|-2|26.488033727860135|33.65900538368862|37.783341807295045
-5|-2|27.358001976559038|33.09729999995251|37.15367878602722
-4|-2|28.263849589078838|32.54711657796889|36.535823156276855
-3|-2|29.205994237264612|32.008022787497474|35.929295618250315
-2|-2|30.184916253468337|31.47961358055968|35.33364687216274
-1|-2|31.20116247605994|30.961509727328618|34.74845581043052
0|-2|32.255351227850134|30.45335650970972|34.17332791026703
1|-2|33.348178555296386|29.954822559890786|33.60789380736148
2|-2|34.48042591294595|29.465598833110704|33.05180803431176
3|-2|35.652969545823126|28.985397705633076|32.50474791004792
4|-2|36.86679190758728|28.51395219047601|31.96641256871488
5|-2|38.12299556135359|28.051015264866635|31.43652211843581
6|-2|39.42282015294282|27.59635930470521|30.914816922118405
7|-2|40.767663237114455|27.149775622562153|30.40105699403059
8|-2|42.15910599659548|26.71107410692123|29.895021507307973
9|-2|43.59894525201022|26.280082961555415|29.39650840889329
10|-2|45.089233664456515|25.85664854509976|28.905334139683774
11|-2|46.63233075314942|25.440635312101136|28.421333458902296
12|-2|48.230968401640425|25.031925858103023|27.944359372943858
13|-2|49.88833609134883|24.630421072704074|27.474283170209368
14|-2|51.60819348631879|24.236040406043273|27.01099456475535
15|-2|53.395021722495414|23.848722255862427|26.554401952993686
16|-2|55.254230757952726|23.468424484226425|26.104432789210364
17|-2|57.19245012932902|23.095125075211364|25.661034087379754
18|-2|59.21794772804921|22.7288229474738|25.224173058684528
19|-2|61.34125242503967|22.36953893869132|24.79383789637535
20|-2|63.220053126561254|22.017316982532563|24.37003872219843
21|-2|0|0|0
22|-2|0|0|0
23|-2|0|0|0
24|-2|0|0|0
25|-2|0|0|0
26|-2|0|0|0
27|-2|0|0|0
28|-2|0|0|0
29|-2|0|0|0
30|-2|0|0|0
-30|-1|4.287462628451507|53.9438834750247|56.99158788286377
-29|-1|5.563280083328195|52.82200557135779|55.811909279747304
-28|-1|6.8675311618541315|51.741655625807276|54.67695023136426
-27|-1|8.192778608129345|50.69990846245194|53.58330692845926
-26|-1|9.532653499865532|49.6941512776565|52.52797693721054
-25|-1|10.881774792048546|48.72203665839337|51.508292415803474
-24|-1|12.235635663803123|47.78144474207893|50.52186751817275
-23|-1|13.590482463124658|46.87045238970535|49.56655641459651
-22|-1|14.943200081525532|45.98730781070424|48.64041937973362
-21|-1|16.291209977831656|45.13040947701924|47.74169509652301
-20|-1|17.632382693555172|44.298288449394356|46.86877781035615
-19|-1|18.364132968156383|43.489593446176166|46.02019831217107
-18|-1|18.777171610443133|42.70307813745148|45.194607976725585
-17|-1|19.22675853667647|41.93759026095584|44.39076526295622
-16|-1|19.71226757229958|41.19206224179218|43.60752421683291
-15|-1|20.233219994930096|40.46550306319058|42.8438246169851
-14|-1|20.789261406640918|39.75699118567729|42.0986834789008
-13|-1|21.380143524541623|39.065668350944605|41.37118769122156
-12|-1|22.005709956773302|38.39073413719569|40.66048760219358
-11|-1|22.665885215046785|37.73144115680949|39.965791409016475
-10|-1|23.36066636883814|37.087090806326465|39.28636023006667
-9|-1|24.090116873282994|36.457029494122246|38.62150376153938
-8|-1|24.8543622068256|35.84064528353873|37.97057643725515
-7|-1|25.65358704005513|35.23736489933858|37.33297402421034
-6|-1|26.48803372786015|34.64665105361045|36.70813059764369
-5|-1|27.358001976559038|34.06800005406374|36.0955158485168
-4|-1|28.263849589078895|33.500939663308074|35.49463268379795
-3|-1|29.205994237264612|32.945027182431176|34.90501508612169
-2|-1|30.1849162534683|32.399847736167125|34.32622620455025
-1|-1|31.20116247605997|31.865012740308167|33.75785665246742
0|-1|32.25535122785014|31.34015853489396|33.199522992279604
1|-1|33.34817855529642|30.824945169183195|32.65086638968847
2|-1|34.480425912945925|30.31905532656709|32.11155142295327
3|-1|35.65296954582311|29.82219337947366|31.581265034856642
4|-1|36.866791907587356|29.334084565991887|31.05971561709464
5|-1|38.12299556135357|28.854474281458373|30.54663221858833
6|-1|39.422820152942855|28.383127479635775|30.041763870807713
7|-1|40.76766323711436|27.919828179399943|29.544879024648196
8|-1|42.15910599659548|27.464379074081982|29.055765094746718
9|-1|43.59894525201029|27.016601241795577|28.574228108392575
10|-1|45.08923366445647|26.576333956263227|28.100092457415705
11|-1|46.63233075314952|26.1434345988515|27.633200752645266
12|-1|48.23096840164032|25.71777867377174|27.173413781754064
13|-1|49.88833609134883|25.299259929728784|26.720610572572042
14|-1|51.60819348631886|24.887790592739883|26.27468856529159
15|-1|53.39502172249548|24.48330171644338|25.835563898440228
16|-1|55.25423075795264|24.085743658016504|25.403171815098844
17|-1|57.192450129329046|23.69508668988525|24.977467197648167
18|-1|59.2179477280493|23.311321759804102|24.55842524138729
19|-1|61.34125242503973|22.934461414699165|24.146042279759847
20|-1|63.2200531265612|22.564540907011235|23.740336776731823
21|-1|64.58115444906619|22.201619506280352|23.341350505199166
22|-1|66.05185212607591|21.845782043553214|22.949149934301012
23|-1|0|0|0
24|-1|0|0|0
25|-1|0|0|0
26|-1|0|0|0
27|-1|0|0|0
28|-1|0|0|0
29|-1|0|0|0
30|-1|0|0|0
-30|0|4.287462628451522|55.44840305704283|55.44840305704304
-29|0|5.563280083328166|54.29838410849744|54.298384108497636
-28|0|6.867531161854103|53.1913624318901|53.19136243189025
-27|0|8.192778608129373|52.12419718224022|52.12419718224039
-26|0|9.532653499865532|51.09409921936708|51.09409921936729
-25|0|10.881774792048645|50.098575539208866|50.098575539209044
-24|0|12.235635663803123|49.13538499187866|49.135384991878865
-23|0|13.59048246312463|48.202502557276105|48.20250255727626
-22|0|14.943200081525532|47.29809020129006|47.29809020129022
-21|0|16.29120997783164|46.42047285796688|46.42047285796704
-20|0|17.63238269355523|45.56811845201044|45.568118452010594
-19|0|18.364132968156397|44.73962114075733|44.739621140757464
-18|0|18.777171610443148|43.93368714751|43.933687147510156
-17|0|19.226758536676485|43.14912270025554|43.14912270025569
-16|0|19.71226757229958|42.38482369592841|42.38482369592856
-15|0|20.233219994930096|41.63976679050166|41.63976679050182
-14|0|20.789261406640932|40.913001676318345|40.91300167631846
-13|0|21.380143524541637|40.20364435518551|40.20364435518564
-12|0|22.005709956773302|39.510871252370634|39.51087125237077
-11|0|22.665885215046785|38.83391404537147|38.8339140453716
-10|0|23.36066636883814|38.17205510404333|38.17205510404345
-9|0|24.09011687328296|37.52462345677549|37.524623456775615
-8|0|24.8543622068256|36.89099121193815|36.890991211938285
-7|0|25.653587040055143|36.27057037558124|36.270570375581364
-6|0|26.48803372786015|35.66281001593323|35.66281001593339
-5|0|27.358001976559038|35.06719373309687|35.06719373309699
-4|0|28.263849589078887|34.48323739881339|34.48323739881349
-3|0|29.205994237264626|33.9104871365478|33.910487136547935
-2|0|30.184916253468273|33.3485175166497|33.348517516649814
-1|0|31.20116247605994|32.796929945134465|32.79692994513458
0|0|32.25535122785014|32.25535122785018|32.2553512278503
1|0|33.348178555296386|31.723432294549923|31.723432294550022
2|0|34.480425912945904|31.200847069764926|31.20084706976504
3|0|35.65296954582316|30.687291479448795|30.687291479448895
4|0|36.866791907587334|30.182482584187497|30.18248258418759
5|0|38.12299556135357|29.686157831403833|29.686157831403932
6|0|39.42282015294282|29.198074420459406|29.19807442045949
7|0|40.76766323711436|28.718008775918094|28.7180087759182
8|0|42.15910599659543|28.24575612551257|28.245756125512656
9|0|43.59894525201023|27.781130180572944|27.781130180573015
10|0|45.08923366445642|27.323962917874972|27.323962917875065
11|0|46.632330753149496|26.874104463059716|26.87410446305981
12|0|48.2309684016403|26.431423077004958|26.43142307700503
13|0|49.88833609134885|25.995805247816214|25.995805247816293
14|0|51.60819348631888|25.567155892487676|25.56715589248777
15|0|53.395021722495585|25.145398673798653|25.14539867379876
16|0|55.254230757952676|24.73047643970247|24.730476439702542
17|0|57.19245012932915|24.322351794387075|24.322351794387153
18|0|59.2179477280492|23.921007812401527|23.921007812401598
19|0|61.341252425039634|23.526448909830613|23.52644890983065
20|0|63.22005312656128|23.13870188955648|23.138701889556536
21|0|64.5811544490662|22.75781718129504|22.757817181295138
22|0|66.05185212607601|22.383870301487207|22.383870301487264
23|0|67.67108234742744|22.01696356345485|22.016963563454937
24|0|0|0|0
25|0|0|0|0
26|0|0|0|0
27|0|0|0|0
28|0|0|0|0
29|0|0|0|0
30|0|0|0|0
-30|1|4.287462628451507|56.99158788286377|53.9438834750247
-29|1|5.563280083328195|55.811909279747304|52.82200557135779
-28|1|6.8675311618541315|54.67695023136426|51.741655625807276
-27|1|8.192778608129345|53.58330692845926|50.69990846245194
-26|1|9.532653499865532|52.52797693721054|49.6941512776565
-25|1|10.881774792048546|51.508292415803474|48.72203665839337
-24|1|12.235635663803123|50.52186751817275|47.78144474207893
-23|1|13.590482463124658|49.56655641459651|46.87045238970535
-22|1|14.943200081525532|48.64041937973362|45.98730781070424
-21|1|16.291209977831656|47.74169509652301|45.13040947701924
-20|1|17.632382693555172|46.86877781035615|44.298288449394356
-19|1|18.364132968156383|46.02019831217107|43.489593446176166
-18|1|18.777171610443133|45.194607976725585|42.70307813745148
-17|1|19.22675853667647|44.39076526295622|41.93759026095584
-16|1|19.71226757229958|43.60752421683291|41.19206224179218
-15|1|20.233219994930096|42.8438246169851|40.46550306319058
-14|1|20.789261406640918|42.0986834789008|39.75699118567729
-13|1|21.380143524541623|41.37118769122156|39.065668350944605
-12|1|22.005709956773302|40.66048760219358|38.39073413719569
-11|1|22.665885215046785|39.965791409016475|37.73144115680949
-10|1|23.36066636883814|39.28636023006667|37.087090806326465
-9|1|24.090116873282994|38.62150376153938|36.457029494122246
-8|1|24.8543622068256|37.97057643725515|35.84064528353873
-7|1|25.65358704005513|37.33297402421034|35.23736489933858
-6|1|26.48803372786015|36.70813059764369|34.64665105361045
-5|1|27.358001976559038|36.0955158485168|34.06800005406374
-4|1|28.263849589078895|35.49463268379795|33.500939663308074
-3|1|29.205994237264612|34.90501508612169|32.945027182431176
-2|1|30.1849162534683|34.32622620455025|32.399847736167125
-1|1|31.20116247605997|33.75785665246742|31.865012740308167
0|1|32.25535122785014|33.199522992279604|31.34015853489396
1|1|33.34817855529642|32.65086638968847|30.824945169183195
2|1|34.480425912945925|32.11155142295327|30.31905532656709
3|1|35.65296954582311|31.581265034856642|29.82219337947366
4|1|36.866791907587356|31.05971561709464|29.334084565991887
5|1|38.12299556135357|30.54663221858833|28.854474281458373
6|1|39.422820152942855|30.041763870807713|28.383127479635775
7|1|40.76766323711436|29.544879024648196|27.919828179399943
8|1|42.15910599659548|29.055765094746718|27.464379074081982
9|1|43.59894525201029|28.574228108392575|27.016601241795577
10|1|45.08923366445647|28.100092457415705|26.576333956263227
11|1|46.63233075314952|27.633200752645266|26.1434345988515
12|1|48.23096840164032|27.173413781754064|25.71777867377174
13|1|49.88833609134883|26.720610572572042|25.299259929728784
14|1|51.60819348631886|26.27468856529159|24.887790592739883
15|1|53.39502172249548|25.835563898440228|24.48330171644338
16|1|55.25423075795264|25.403171815098844|24.085743658016504
17|1|57.192450129329046|24.977467197648167|23.69508668988525
18|1|59.2179477280493|24.55842524138729|23.311321759804102
19|1|61.34125242503973|24.146042279759847|22.934461414699165
20|1|63.2200531265612|23.740336776731823|22.564540907011235
21|1|64.58115444906619|23.341350505199166|22.201619506280352
22|1|66.05185212607591|22.949149934301012|21.845782043553214
23|1|0|0|0
24|1|0|0|0
25|1|0|0|0
26|1|0|0|0
27|1|0|0|0
28|1|0|0|0
29|1|0|0|0
30|1|0|0|0
-30|2|4.287462628451522|58.576834326731074|52.47520167955572
-29|2|5.563280083328166|57.365586472569646|51.38025663291543
-28|2|6.8675311618541315|56.201100634427185|50.325572188865436
-27|2|8.192778608129387|55.07964828464977|49.30840201409581
-26|2|9.532653499865546|53.99796599490346|48.32628057541759
-25|2|10.881774792048574|52.953173720245545|47.37698284445798
-24|2|12.235635663803109|51.94271128117359|46.45849152557371
-23|2|13.590482463124687|50.96428826588598|45.568970117829046
-22|2|14.943200081525504|50.01584399587385|44.70674055718238
-21|2|16.2912099778316|49.09551515209381|43.87026449546003
-20|2|17.632382693555172|48.20160931290393|43.0581274973992
-19|2|18.364132968156397|47.33258311146907|42.269025601919346
-18|2|18.777171610443133|46.487024044408024|41.50175381628404
-17|2|19.226758536676456|45.663635197037905|40.75519620390329
-16|2|19.71226757229958|44.86122232128764|40.02831729649807
-15|2|20.23321999493008|44.07868282874414|39.32015461506108
-14|2|20.789261406640932|43.31499635597557|38.62981212566322
-13|2|21.380143524541637|42.56921663099471|37.95645448869294
-12|2|22.005709956773302|41.840464424606004|37.29930198576607
-11|2|22.665885215046785|41.1279214127792|36.657626028929855
-10|2|23.360666368838118|40.43082480924739|36.03074517310656
-9|2|24.09011687328301|39.74846265351371|35.41802156588886
-8|2|24.8543622068256|39.080169660050856|34.81885777949635
-7|2|25.653587040055115|38.425323550922556|34.23269397844516
-6|2|26.488033727860135|37.783341807295045|33.65900538368862
-5|2|27.358001976559038|37.15367878602722|33.09729999995251
-4|2|28.263849589078838|36.535823156276855|32.54711657796889
-3|2|29.205994237264612|35.929295618250315|32.008022787497474
-2|2|30.184916253468337|35.33364687216274|31.47961358055968
-1|2|31.20116247605994|34.74845581043052|30.961509727328618
0|2|32.255351227850134|34.17332791026703|30.45335650970972
1|2|33.348178555296386|33.60789380736148|29.954822559890786
2|2|34.48042591294595|33.05180803431176|29.465598833110704
3|2|35.652969545823126|32.50474791004792|28.985397705633076
4|2|36.86679190758728|31.96641256871488|28.51395219047601
5|2|38.12299556135359|31.43652211843581|28.051015264866635
6|2|39.42282015294282|30.914816922118405|27.59635930470521
7|2|40.767663237114455|30.40105699403059|27.149775622562153
8|2|42.15910599659548|29.895021507307973|26.71107410692123
9|2|43.59894525201022|29.39650840889329|26.280082961555415
10|2|45.089233664456515|28.905334139683774|25.85664854509976
11|2|46.63233075314942|28.421333458902296|25.440635312101136
12|2|48.230968401640425|27.944359372943858|25.031925858103023
13|2|49.88833609134883|27.474283170209368|24.630421072704074
14|2|51.60819348631879|27.01099456475535|24.236040406043273
15|2|53.395021722495414|26.554401952993686|23.848722255862427
16|2|55.254230757952726|26.104432789210364|23.468424484226425
17|2|57.19245012932902|25.661034087379754|23.095125075211364
18|2|59.21794772804921|25.224173058684528|22.7288229474738
19|2|61.34125242503967|24.79383789637535|22.36953893869132
20|2|63.220053126561254|24.37003872219843|22.017316982532563
21|2|0|0|0
22|2|0|0|0
23|2|0|0|0
24|2|0|0|0
25|2|0|0|0
26|2|0|0|0
27|2|0|0|0
28|2|0|0|0
29|2|0|0|0
30|2|0|0|0
-30|3|4.287462628451536|60.20825740841561|51.03998862553515
-29|3|5.563280083328166|58.96303048134476|49.97101808182201
-28|3|6.8675311618541315|57.76701858109312|48.941203320379266
-27|3|8.192778608129402|56.616086268146034|47.94794776165258
-26|3|9.532653499865532|55.506646474851685|46.988909984224506
-25|3|10.88177479204856|54.43555845753351|46.06196871275017
-24|3|12.235635663803109|53.40004963797595|45.16519408690246
-23|3|13.590482463124715|52.39765477240324|44.29682384936727
-22|3|14.943200081525504|51.42616792153816|43.4552434311844
-21|3|16.291209977831556|50.483604034798674|42.63896915817143
-20|3|17.632382693555243|49.56816786326187|41.846633981707946
-19|3|18.364132968156397|48.67822853521106|41.07697527016618
-18|3|18.777171610443133|47.81229856117746|40.32882429700139
-17|3|19.226758536676513|46.969016343353296|39.601097137100886
-16|3|19.712267572299552|46.14713148658049|38.89278674088445
-15|3|20.23321999493008|45.34549237084797|38.202956000408214
-14|3|20.789261406640932|44.56303556586596|37.530731656652996
-13|3|21.380143524541637|43.79877675877137|36.875298924664534
-12|3|22.005709956773302|43.05180293463545|36.23589673501998
-11|3|22.66588521504677|42.32126560200097|35.61181350752631
-10|3|23.360666368838118|41.60637489633686|35.00238338710467
-9|3|24.090116873282973|40.90639442600452|34.40698288319713
-8|3|24.854362206825613|40.22063675030058|33.825027863341965
-7|3|25.6535870400551|39.54845939893148|33.25597085920808
-6|3|26.488033727860113|38.88926135810395|32.699298649713555
-5|3|27.358001976559045|38.242479961155155|32.15453009112714
-4|3|28.263849589078845|37.607588131977856|31.621214168476172
-3|3|29.205994237264647|36.98409193793421|31.09892824632344
-2|3|30.1849162534683|36.37152841588488|30.587276500152832
-1|3|31.20116247605992|35.76946364070716|30.085888512331763
0|3|32.25535122785017|35.17749101045713|29.594418018973123
1|3|33.348178555296364|34.59522972635757|29.11254179607861
2|3|34.48042591294591|34.02232344919283|28.639958675159342
3|3|35.65296954582318|33.458439116595784|28.176388680147497
4|3|36.86679190758728|32.90326590821714|27.721572278881894
5|3|38.12299556135359|32.35651434794242|27.275269743796066
6|3|39.42282015294279|31.817915534238885|26.837260617697602
7|3|40.76766323711437|31.287220491429345|26.40734328173297
8|3|42.15910599659541|30.764199636236015|25.985334623801897
9|3|43.59894525201022|30.248642355370507|25.571069806856038
10|3|45.089233664456515|29.74035669128635|25.164402137707775
11|3|46.63233075314942|29.239169134500102|24.76520303822018
12|3|48.230968401640446|28.744924522152957|24.37336212207797
13|3|49.88833609134871|28.25748604375478|23.988787381786928
14|3|51.60819348631888|27.77673535636128|23.611405492157836
15|3|53.395021722495414|27.302572812813267|23.241162238347393
16|3|55.254230757952726|26.83491780815205|22.87802307861336
17|3|57.19245012932913|26.373709250956097|22.52197385435973
18|3|59.217947728049396|25.918906168174743|22.17302166289285
19|3|61.34125242503959|25.470488454118552|21.831195911681306
20|3|0|0|0
21|3|0|0|0
22|3|0|0|0
23|3|0|0|0
24|3|0|0|0
25|3|0|0|0
26|3|0|0|0
27|3|0|0|0
28|3|0|0|0
29|3|0|0|0
30|3|0|0|0
-30|4|4.287462628451507|61.89089794594971|49.63625065177164
-29|4|5.563280083328124|60.60863044977716|48.59249973012605
-28|4|6.867531161854146|59.37856589485867|47.58693133788189
-27|4|8.192778608129387|58.1960500673876|46.61707538595031
-26|4|9.532653499865532|57.05708832064424|45.68069590532383
-25|4|10.881774792048631|55.958215114476495|44.77576026327973
-24|4|12.235635663803109|54.89639576493486|43.900413692321514
-23|4|13.590482463124673|53.86895111688941|43.05295801806048
-22|4|14.943200081525532|52.87349886716223|42.23183374236052
-21|4|16.29120997783164|51.90790720410771|41.435604834974896
-20|4|17.632382693555215|50.97025770755751|40.66294573231816
-19|4|18.364132968156397|50.058815314651696|39.9126301507126
-18|4|18.777171610443133|49.17200374972432|39.18352140361706
-17|4|19.22675853667647|48.30838523150138|38.47456397511768
-16|4|19.71226757229958|47.466643566404514|37.784776150382235
-15|4|20.233219994930096|46.64556995034849|37.11324354148153
-14|4|20.789261406640932|45.84405095792415|36.45911337659252
-13|4|21.38014352454161|45.0610583139923|35.821589444046694
-12|4|22.005709956773288|44.29564012989602|35.19992760140052
-11|4|22.66588521504677|43.546913352671936|34.59343177475641
-10|4|23.360666368838153|42.814057226362735|34.00145038574814
-9|4|24.090116873282987|42.096307603795|33.42337315354672
-8|4|24.854362206825577|41.39295197783992|32.85862822740505
-7|4|25.65358704005513|40.70332512531041|32.30667961200493
-6|4|26.4880337278601|40.02680527580728|31.76702485348529
-5|4|27.358001976559038|39.362810733148|31.239192958729653
-4|4|28.26384958907886|38.710796889356715|30.722742524458702
-3|4|29.205994237264605|38.07025358120945|30.217260056037794
-2|4|30.18491625346826|37.44070274751407|29.722358458793458
-1|4|31.20116247605997|36.821696352037115|29.237675687115228
0|4|32.25535122785017|36.21281454257067|28.762873538783616
1|4|33.34817855529642|35.61366402129002|28.297636583866257
2|4|34.48042591294588|35.023876605466754|27.841671219213296
3|4|35.65296954582308|34.443107960924635|27.39470484110572
4|4|36.86679190758732|33.87103649346207|26.956485130001404
5|4|38.12299556135357|33.30736238591975|26.52677944261577
6|4|39.422820152942855|32.75180677071044|26.10537430779752
7|4|40.76766323711436|32.20411102952025|25.69207502384127
8|4|42.15910599659548|31.664036213589256|25.28670535604722
9|4|43.59894525201022|31.131362579523596|24.889107334517476
10|4|45.08923366445647|30.605889237024577|24.499141153395996
11|4|46.632330753149475|30.08743390628014|24.11668517405171
12|4|48.230968401640425|29.575832784075317|23.741636036093695
13|4|49.88833609134883|29.07094051897893|23.373908881642578
14|4|51.60819348631871|28.572630297282203|23.013437700002385
15|4|53.39502172249545|28.08079404273331|22.660175801833446
16|4|55.25423075795269|27.59534273456449|22.314096434189253
17|4|57.19245012932912|27.116206849887412|21.97519355041875
18|4|0|0|0
19|4|0|0|0
20|4|0|0|0
21|4|0|0|0
22|4|0|0|0
23|4|0|0|0
24|4|0|0|0
25|4|0|0|0
26|4|0|0|0
